"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.99.4","199.111.115.11","DNS","92","Standard query 0xd5c4 A watson.events.data.microsoft.com"
"2","0.019563","199.111.115.11","192.168.99.4","DNS","214","Standard query response 0xd5c4 A watson.events.data.microsoft.com CNAME blobcollectorcommon.trafficmanager.net CNAME onedsblobprdeus16.eastus.cloudapp.azure.com A 52.168.117.173"
"3","0.069888","192.168.99.4","52.168.117.173","TCP","74","50279  >  443 [SYN] Seq=0 Win=65160 Len=0 MSS=1460 WS=256 SACK_PERM TSval=2190842 TSecr=0"
"4","0.168071","52.168.117.173","192.168.99.4","TCP","60","443  >  50279 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"5","0.168170","192.168.99.4","52.168.117.173","TCP","54","50279  >  443 [ACK] Seq=1 Ack=1 Win=65160 Len=0"
"6","0.196512","192.168.99.4","52.168.117.173","TLSv1.2","271","Client Hello (SNI=watson.events.data.microsoft.com)"
"7","0.250708","52.168.117.173","192.168.99.4","TCP","60","443  >  50279 [ACK] Seq=1 Ack=218 Win=32551 Len=0"
"8","0.336121","52.168.117.173","192.168.99.4","TCP","1436","443  >  50279 [PSH, ACK] Seq=1 Ack=218 Win=32551 Len=1382 [TCP segment of a reassembled PDU]"
"9","0.399430","192.168.99.4","52.168.117.173","TCP","54","50279  >  443 [ACK] Seq=218 Ack=1383 Win=63778 Len=0"
"10","0.401586","52.168.117.173","192.168.99.4","TCP","1436","443  >  50279 [PSH, ACK] Seq=1383 Ack=218 Win=32551 Len=1382 [TCP segment of a reassembled PDU]"
"11","0.457503","192.168.99.4","52.168.117.173","TCP","54","50279  >  443 [ACK] Seq=218 Ack=2765 Win=64240 Len=0"
"12","0.458276","52.168.117.173","192.168.99.4","TCP","1436","443  >  50279 [PSH, ACK] Seq=2765 Ack=218 Win=32551 Len=1382 [TCP segment of a reassembled PDU]"
"13","0.530292","192.168.99.4","52.168.117.173","TCP","54","50279  >  443 [ACK] Seq=218 Ack=4147 Win=62858 Len=0"
"14","0.530610","52.168.117.173","192.168.99.4","TLSv1.2","392","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"15","0.558224","192.168.99.4","52.168.117.173","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"16","0.678934","52.168.117.173","192.168.99.4","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"17","0.731740","192.168.99.4","52.168.117.173","TCP","54","50279  >  443 [ACK] Seq=376 Ack=4536 Win=64189 Len=0"
"18","0.753372","192.168.99.4","52.168.117.173","TLSv1.2","1168","Application Data"
"19","0.755022","52.168.117.173","192.168.99.4","TCP","60","443  >  50279 [ACK] Seq=4536 Ack=1490 Win=32768 Len=0"
"20","0.758634","192.168.99.4","52.168.117.173","TCP","2974","50279  >  443 [ACK] Seq=1490 Ack=4536 Win=64189 Len=2920 [TCP segment of a reassembled PDU]"
"21","0.760819","52.168.117.173","192.168.99.4","TCP","60","443  >  50279 [ACK] Seq=4536 Ack=4410 Win=32768 Len=0"
"22","0.762147","192.168.99.4","52.168.117.173","TLSv1.2","1259","Application Data"
"23","0.766677","192.168.99.4","52.168.117.173","TLSv1.2","258","Application Data"
"24","0.767415","52.168.117.173","192.168.99.4","TCP","60","443  >  50279 [ACK] Seq=4536 Ack=5819 Win=31359 Len=0"
"25","0.794637","192.168.99.4","52.168.117.173","TCP","74","50280  >  443 [SYN] Seq=0 Win=65160 Len=0 MSS=1460 WS=256 SACK_PERM TSval=2191567 TSecr=0"
"26","0.810570","52.168.117.173","192.168.99.4","TLSv1.2","784","Application Data"
"27","0.810570","52.168.117.173","192.168.99.4","TCP","60","443  >  50280 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"28","0.810664","192.168.99.4","52.168.117.173","TCP","54","50280  >  443 [ACK] Seq=1 Ack=1 Win=65160 Len=0"
"29","0.815621","192.168.99.4","52.168.117.173","TCP","54","50279  >  443 [FIN, ACK] Seq=5819 Ack=5266 Win=63459 Len=0"
"30","0.816181","52.168.117.173","192.168.99.4","TCP","60","443  >  50279 [ACK] Seq=5266 Ack=5820 Win=31358 Len=0"
"31","0.835153","52.168.117.173","192.168.99.4","TCP","60","443  >  50279 [FIN, ACK] Seq=5266 Ack=5820 Win=31358 Len=0"
"32","0.835195","192.168.99.4","52.168.117.173","TCP","54","50279  >  443 [ACK] Seq=5820 Ack=5267 Win=63459 Len=0"
"33","0.854521","192.168.99.4","52.168.117.173","TLSv1.2","271","Client Hello (SNI=watson.events.data.microsoft.com)"
"34","0.886250","52.168.117.173","192.168.99.4","TCP","1436","443  >  50280 [PSH, ACK] Seq=1 Ack=218 Win=32551 Len=1382 [TCP segment of a reassembled PDU]"
"35","0.913320","52.168.117.173","192.168.99.4","TCP","1514","443  >  50280 [PSH, ACK] Seq=1383 Ack=218 Win=32551 Len=1460 [TCP segment of a reassembled PDU]"
"36","0.913384","192.168.99.4","52.168.117.173","TCP","54","50280  >  443 [ACK] Seq=218 Ack=2843 Win=64240 Len=0"
"37","0.914690","52.168.117.173","192.168.99.4","TCP","1358","443  >  50280 [PSH, ACK] Seq=2843 Ack=218 Win=32551 Len=1304 [TCP segment of a reassembled PDU]"
"38","0.955399","192.168.99.4","52.168.117.173","TCP","54","50280  >  443 [ACK] Seq=218 Ack=4147 Win=62936 Len=0"
"39","0.991454","52.168.117.173","192.168.99.4","TLSv1.2","392","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"40","1.040811","192.168.99.4","52.168.117.173","TCP","54","50280  >  443 [ACK] Seq=218 Ack=4485 Win=64240 Len=0"
"41","1.157965","192.168.99.4","52.168.117.173","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"42","1.199485","52.168.117.173","192.168.99.4","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"43","1.233911","192.168.99.4","52.168.117.173","TLSv1.2","1168","Application Data"
"44","1.235030","192.168.99.4","52.168.117.173","TCP","1514","50280  >  443 [ACK] Seq=1490 Ack=4536 Win=64189 Len=1460 [TCP segment of a reassembled PDU]"
"45","1.235588","52.168.117.173","192.168.99.4","TCP","60","443  >  50280 [ACK] Seq=4536 Ack=2950 Win=32768 Len=0"
"46","1.235623","192.168.99.4","52.168.117.173","TLSv1.2","2719","Application Data"
"47","1.235952","192.168.99.4","52.168.117.173","TLSv1.2","284","Application Data"
"48","1.236389","52.168.117.173","192.168.99.4","TCP","60","443  >  50280 [ACK] Seq=4536 Ack=5615 Win=32768 Len=0"
"49","1.258455","52.168.117.173","192.168.99.4","TCP","60","443  >  50280 [ACK] Seq=4536 Ack=5845 Win=32538 Len=0"
"50","1.353223","52.168.117.173","192.168.99.4","TLSv1.2","797","Application Data"
"51","1.379752","192.168.99.4","52.168.117.173","TCP","54","50280  >  443 [FIN, ACK] Seq=5845 Ack=5279 Win=63446 Len=0"
"52","1.381049","52.168.117.173","192.168.99.4","TCP","60","443  >  50280 [ACK] Seq=5279 Ack=5846 Win=32537 Len=0"
"53","1.454039","52.168.117.173","192.168.99.4","TCP","60","443  >  50280 [FIN, ACK] Seq=5279 Ack=5846 Win=32537 Len=0"
"54","1.454088","192.168.99.4","52.168.117.173","TCP","54","50280  >  443 [ACK] Seq=5846 Ack=5280 Win=63446 Len=0"
"55","6.167443","192.168.99.4","23.40.207.58","TCP","54","50263  >  80 [FIN, ACK] Seq=1 Ack=1 Win=63622 Len=0"
"56","6.167886","23.40.207.58","192.168.99.4","TCP","60","80  >  50263 [ACK] Seq=1 Ack=2 Win=32359 Len=0"
"57","6.182462","192.168.99.4","199.111.115.11","DNS","101","Standard query 0x3ef3 A msedge.b.tlu.dl.delivery.mp.microsoft.com"
"58","6.223553","192.168.99.4","199.111.115.5","DNS","101","Standard query 0x3ef3 A msedge.b.tlu.dl.delivery.mp.microsoft.com"
"59","6.330131","23.40.207.58","192.168.99.4","TCP","60","80  >  50263 [FIN, ACK] Seq=1 Ack=2 Win=32359 Len=0"
"60","6.330189","192.168.99.4","23.40.207.58","TCP","54","50263  >  80 [ACK] Seq=2 Ack=2 Win=63622 Len=0"
"61","6.579722","199.111.115.11","192.168.99.4","DNS","278","Standard query response 0x3ef3 A msedge.b.tlu.dl.delivery.mp.microsoft.com CNAME cdp-tlu-shim.trafficmanager.net CNAME wildcard.f.tlu.dl.delivery.mp.microsoft.com.edgesuite.net CNAME a1847.dscd.akamai.net A 23.40.207.58 A 23.40.207.66"
"62","6.583561","192.168.99.4","23.40.207.58","TCP","66","50281  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"63","6.675950","199.111.115.5","192.168.99.4","DNS","278","Standard query response 0x3ef3 A msedge.b.tlu.dl.delivery.mp.microsoft.com CNAME cdp-tlu-shim.trafficmanager.net CNAME wildcard.f.tlu.dl.delivery.mp.microsoft.com.edgesuite.net CNAME a1847.dscd.akamai.net A 23.40.207.66 A 23.40.207.58"
"64","6.689223","23.40.207.58","192.168.99.4","TCP","60","80  >  50281 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"65","6.689302","192.168.99.4","23.40.207.58","TCP","54","50281  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"66","6.698009","192.168.99.4","23.40.207.58","HTTP","411","HEAD /filestreamingservice/files/4a3c4969-ee03-45d7-b167-c7f2306ff0d1?P1=1706075439&P2=404&P3=2&P4=gS8eQ35Op%2bbtJKWQHvYnUxyxpVkXpAmObkwsygfaeWwWZiNka%2bdchrLDy0Pn2wm%2fIi0wtMDNpEcKuv3KZ2Q%2f9Q%3d%3d HTTP/1.1 "
"67","6.753720","23.40.207.58","192.168.99.4","HTTP","851","HTTP/1.1 200 OK "
"68","6.799338","192.168.99.4","23.40.207.58","TCP","54","50281  >  80 [ACK] Seq=358 Ack=798 Win=63443 Len=0"
"69","6.806479","192.168.99.4","23.40.207.58","TCP","54","50281  >  80 [FIN, ACK] Seq=358 Ack=798 Win=63443 Len=0"
"70","6.806900","23.40.207.58","192.168.99.4","TCP","60","80  >  50281 [ACK] Seq=798 Ack=359 Win=32410 Len=0"
"71","7.109701","192.168.99.4","23.40.207.58","TCP","66","50282  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"72","7.301141","23.40.207.58","192.168.99.4","TCP","60","80  >  50282 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"73","7.301216","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"74","7.301563","192.168.99.4","23.40.207.58","HTTP","462","GET /filestreamingservice/files/4a3c4969-ee03-45d7-b167-c7f2306ff0d1?P1=1706075439&P2=404&P3=2&P4=gS8eQ35Op%2bbtJKWQHvYnUxyxpVkXpAmObkwsygfaeWwWZiNka%2bdchrLDy0Pn2wm%2fIi0wtMDNpEcKuv3KZ2Q%2f9Q%3d%3d HTTP/1.1 "
"75","7.312799","23.40.207.58","192.168.99.4","TCP","60","80  >  50281 [FIN, ACK] Seq=798 Ack=359 Win=32410 Len=0"
"76","7.312843","192.168.99.4","23.40.207.58","TCP","54","50281  >  80 [ACK] Seq=359 Ack=799 Win=63443 Len=0"
"77","7.422372","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=1 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"78","7.439185","192.168.99.4","199.111.115.11","DNS","74","Standard query 0x5a48 A assets.msn.com"
"79","7.471253","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=1383 Win=62858 Len=0"
"80","7.471556","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=1383 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"81","7.473386","192.168.99.4","199.111.115.5","DNS","74","Standard query 0x5a48 A assets.msn.com"
"82","7.532584","23.40.207.58","192.168.99.4","TCP","1514","80  >  50282 [PSH, ACK] Seq=2765 Ack=409 Win=32360 Len=1460 [TCP segment of a reassembled PDU]"
"83","7.532686","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=4225 Win=64240 Len=0"
"84","7.533319","23.40.207.58","192.168.99.4","TCP","1358","80  >  50282 [PSH, ACK] Seq=4225 Ack=409 Win=32360 Len=1304 [TCP segment of a reassembled PDU]"
"85","7.596107","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=5529 Win=62936 Len=0"
"86","7.596445","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=5529 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"87","7.644507","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=6911 Win=64240 Len=0"
"88","7.644876","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=6911 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"89","7.685075","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=8293 Win=62858 Len=0"
"90","7.749782","23.40.207.58","192.168.99.4","TCP","1514","80  >  50282 [ACK] Seq=8293 Ack=409 Win=32360 Len=1460 [TCP segment of a reassembled PDU]"
"91","7.806774","23.40.207.58","192.168.99.4","TCP","1514","80  >  50282 [PSH, ACK] Seq=9753 Ack=409 Win=32360 Len=1460 [TCP segment of a reassembled PDU]"
"92","7.806875","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=11213 Win=64240 Len=0"
"93","7.809003","23.40.207.58","192.168.99.4","TCP","1280","80  >  50282 [PSH, ACK] Seq=11213 Ack=409 Win=32360 Len=1226 [TCP segment of a reassembled PDU]"
"94","7.862597","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=12439 Win=63014 Len=0"
"95","7.863191","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=12439 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"96","7.906912","23.40.207.58","192.168.99.4","TCP","1514","80  >  50282 [PSH, ACK] Seq=13821 Ack=409 Win=32360 Len=1460 [TCP segment of a reassembled PDU]"
"97","7.906981","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=15281 Win=64240 Len=0"
"98","7.908280","23.40.207.58","192.168.99.4","TCP","1358","80  >  50282 [PSH, ACK] Seq=15281 Ack=409 Win=32360 Len=1304 [TCP segment of a reassembled PDU]"
"99","7.949501","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=16585 Win=62936 Len=0"
"100","7.950341","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=16585 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"101","8.097202","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=17967 Win=64240 Len=0"
"102","8.098309","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=17967 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"103","8.149878","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=19349 Win=62858 Len=0"
"104","8.150317","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=19349 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"105","8.203910","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=20731 Win=64240 Len=0"
"106","8.204545","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=20731 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"107","8.250680","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=22113 Win=62858 Len=0"
"108","8.252356","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=22113 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"109","8.302149","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=23495 Win=64240 Len=0"
"110","8.302499","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=23495 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"111","8.349242","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=24877 Win=62858 Len=0"
"112","8.349607","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=24877 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"113","8.371685","23.40.207.58","192.168.99.4","TCP","1514","80  >  50282 [PSH, ACK] Seq=26259 Ack=409 Win=32360 Len=1460 [TCP segment of a reassembled PDU]"
"114","8.372858","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=27719 Win=64240 Len=0"
"115","8.374557","23.40.207.58","192.168.99.4","TCP","1358","80  >  50282 [PSH, ACK] Seq=27719 Ack=409 Win=32360 Len=1304 [TCP segment of a reassembled PDU]"
"116","8.416386","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=29023 Win=62936 Len=0"
"117","8.478035","192.168.99.4","199.111.115.11","DNS","74","Standard query 0x5a48 A assets.msn.com"
"118","8.538968","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=29023 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"119","8.584597","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=30405 Win=64240 Len=0"
"120","8.629182","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=30405 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"121","8.692713","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=31787 Win=62858 Len=0"
"122","8.723117","PCSSystemtec_ff:1e:bb","Broadcast","ARP","60","Who has 192.168.99.4? Tell 192.168.99.5"
"123","8.723149","PCSSystemtec_f4:97:6a","PCSSystemtec_ff:1e:bb","ARP","42","192.168.99.4 is at 08:00:27:f4:97:6a"
"124","8.724444","192.168.99.5","192.168.99.4","ICMP","98","Echo (ping) request  id=0x0001, seq=1/256, ttl=64 (reply in 125)"
"125","8.724659","192.168.99.4","192.168.99.5","ICMP","98","Echo (ping) reply    id=0x0001, seq=1/256, ttl=128 (request in 124)"
"126","8.891492","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=31787 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"127","8.990617","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=33169 Win=64240 Len=0"
"128","9.067244","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=33169 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"129","9.128545","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=34551 Win=62858 Len=0"
"130","9.148338","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=34551 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"131","9.204190","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=35933 Win=64240 Len=0"
"132","9.360202","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=35933 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"133","9.419763","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=37315 Win=62858 Len=0"
"134","9.420185","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=37315 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"135","9.467622","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=38697 Win=64240 Len=0"
"136","9.468878","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=38697 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"137","9.513316","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=40079 Win=62858 Len=0"
"138","9.576901","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=40079 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"139","9.626385","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=41461 Win=64240 Len=0"
"140","9.627702","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=41461 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"141","9.647703","23.40.207.58","192.168.99.4","TCP","1514","80  >  50282 [ACK] Seq=42843 Ack=409 Win=32360 Len=1460 [TCP segment of a reassembled PDU]"
"142","9.647747","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=44303 Win=64240 Len=0"
"143","9.648281","23.40.207.58","192.168.99.4","TCP","1358","80  >  50282 [PSH, ACK] Seq=44303 Ack=409 Win=32360 Len=1304 [TCP segment of a reassembled PDU]"
"144","9.703097","23.40.207.58","192.168.99.4","TCP","1514","80  >  50282 [PSH, ACK] Seq=45607 Ack=409 Win=32360 Len=1460 [TCP segment of a reassembled PDU]"
"145","9.703153","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=47067 Win=64240 Len=0"
"146","9.703643","23.40.207.58","192.168.99.4","TCP","1358","80  >  50282 [PSH, ACK] Seq=47067 Ack=409 Win=32360 Len=1304 [TCP segment of a reassembled PDU]"
"147","9.725179","192.168.99.5","192.168.99.4","ICMP","98","Echo (ping) request  id=0x0001, seq=2/512, ttl=64 (reply in 148)"
"148","9.725280","192.168.99.4","192.168.99.5","ICMP","98","Echo (ping) reply    id=0x0001, seq=2/512, ttl=128 (request in 147)"
"149","9.766275","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=48371 Win=62936 Len=0"
"150","9.766717","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=48371 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"151","9.816449","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=49753 Win=64240 Len=0"
"152","9.816842","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=49753 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"153","9.870235","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=51135 Win=62858 Len=0"
"154","9.871134","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=51135 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"155","9.933104","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=52517 Win=64240 Len=0"
"156","9.933422","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=52517 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"157","9.972244","23.40.207.58","192.168.99.4","TCP","1514","80  >  50282 [PSH, ACK] Seq=53899 Ack=409 Win=32360 Len=1460 [TCP segment of a reassembled PDU]"
"158","9.972576","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=55359 Win=64240 Len=0"
"159","9.973356","23.40.207.58","192.168.99.4","TCP","1358","80  >  50282 [PSH, ACK] Seq=55359 Ack=409 Win=32360 Len=1304 [TCP segment of a reassembled PDU]"
"160","10.002021","23.40.207.58","192.168.99.4","TCP","1514","80  >  50282 [PSH, ACK] Seq=56663 Ack=409 Win=32360 Len=1460 [TCP segment of a reassembled PDU]"
"161","10.002071","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=58123 Win=64240 Len=0"
"162","10.003775","23.40.207.58","192.168.99.4","TCP","1358","80  >  50282 [PSH, ACK] Seq=58123 Ack=409 Win=32360 Len=1304 [TCP segment of a reassembled PDU]"
"163","10.050266","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=59427 Win=62936 Len=0"
"164","10.103798","23.40.207.58","192.168.99.4","TCP","1514","80  >  50282 [ACK] Seq=59427 Ack=409 Win=32360 Len=1460 [TCP segment of a reassembled PDU]"
"165","10.125568","23.40.207.58","192.168.99.4","TCP","1514","80  >  50282 [PSH, ACK] Seq=60887 Ack=409 Win=32360 Len=1460 [TCP segment of a reassembled PDU]"
"166","10.125626","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=62347 Win=64240 Len=0"
"167","10.126065","23.40.207.58","192.168.99.4","TCP","1280","80  >  50282 [PSH, ACK] Seq=62347 Ack=409 Win=32360 Len=1226 [TCP segment of a reassembled PDU]"
"168","10.183176","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=63573 Win=63014 Len=0"
"169","10.183575","199.111.115.11","192.168.99.4","DNS","180","Standard query response 0x5a48 A assets.msn.com CNAME assets.msn.com.edgekey.net CNAME e28578.d.akamaiedge.net A 23.48.104.51 A 23.48.104.42"
"170","10.183575","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=63573 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
"171","10.196469","192.168.99.4","23.48.104.51","TCP","66","50283  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"172","10.225503","199.111.115.5","192.168.99.4","DNS","180","Standard query response 0x5a48 A assets.msn.com CNAME assets.msn.com.edgekey.net CNAME e28578.d.akamaiedge.net A 23.48.203.137 A 23.48.203.135"
"173","10.318224","23.40.207.58","192.168.99.4","TCP","1514","80  >  50282 [PSH, ACK] Seq=64955 Ack=409 Win=32360 Len=1460 [TCP segment of a reassembled PDU]"
"174","10.318281","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=66415 Win=64240 Len=0"
"175","10.318886","23.40.207.58","192.168.99.4","TCP","1326","80  >  50282 [PSH, ACK] Seq=66415 Ack=409 Win=32360 Len=1272 [TCP segment of a reassembled PDU]"
"176","10.398343","23.40.207.58","192.168.99.4","TCP","1514","80  >  50282 [PSH, ACK] Seq=67687 Ack=409 Win=32360 Len=1460 [TCP segment of a reassembled PDU]"
"177","10.398401","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=69147 Win=64240 Len=0"
"178","10.401077","23.40.207.58","192.168.99.4","TCP","1358","80  >  50282 [PSH, ACK] Seq=69147 Ack=409 Win=32360 Len=1304 [TCP segment of a reassembled PDU]"
"179","10.446386","192.168.99.4","23.40.207.58","TCP","54","50282  >  80 [ACK] Seq=409 Ack=70451 Win=62936 Len=0"
"180","10.448174","23.40.207.58","192.168.99.4","TCP","1436","80  >  50282 [PSH, ACK] Seq=70451 Ack=409 Win=32360 Len=1382 [TCP segment of a reassembled PDU]"
